session_id,prompt_code,judge_score,length,AI_ratio,sum_semantic_score
0c44adf9178a443a9fd7a5a2edaeb7c4,policy,7,2893.0,0.16197623514696685,4.138541322062091
2c4b5bda6f6f43ab9ffc990e7cae9693,policy,8,3122.0,0.2592028433612592,5.2219324769009585
6df918d72046461a98d275bf3fac31d0,policy,7,3520.0,0.39946342841005367,13.598986359990624
